"Date","Open","High","Low","Close","Volume","Adjusted","Log_Return","Vol_Proxy","VIX_Close"
2000-02-08,143.96875,144.5625,143.625,144.3125,4936400,90.4278411865234,0.0135169912347752,0.00018270905204099,21.25
2000-02-09,144.46875,144.46875,141.265625,141.28125,8511500,88.528434753418,-0.0212284006517951,0.000450644994233135,22.8999996185303
2000-02-10,141.625,142.5625,140.875,141.5625,6690600,88.7046585083008,0.00198861070146439,3.95457252197869e-06,23.0699996948242
2000-02-11,141.84375,141.9375,138.03125,138.6875,9849800,86.9031143188477,-0.0205185381688189,0.000421010408585277,24.4200000762939
2000-02-14,139.78125,139.78125,138.3125,139.5,8528800,87.4122467041016,0.00584152572720598,3.41234228216093e-05,24.3799991607666
2000-02-15,139.25,141.21875,137.796875,141.078125,11078300,88.401123046875,0.0112492783952591,0.000126546264414044,22.9200000762939
2000-02-16,140.375,140.9375,138.796875,139,8845400,87.0989532470703,-0.0148398077561005,0.000220219894238021,23.5100002288818
2000-02-17,140.4375,140.4375,138.21875,138.28125,7584200,86.6485824584961,-0.00518420932333008,2.68760263081025e-05,23.1700000762939
2000-02-18,138.875,138.875,134.625,135.3125,9409200,84.7882919311523,-0.0217031902175053,0.000471028465617219,26
2000-02-22,135.1875,136.34375,133.53125,134.96875,16415400,84.5729141235352,-0.00254341509180733,6.4689603292333e-06,25.8600006103516
2000-02-23,135.625,137.46875,134.5,136.5625,12119000,85.5715866088867,0.0117392445825297,0.000137809863368454,23.8899993896484
2000-02-24,136.6875,137.03125,133.09375,133.8125,17375000,83.8483963012695,-0.0203429336253151,0.000413834948483977,24.3799991607666
2000-02-25,135.1875,136.71875,133.125,133.328125,10559900,83.5448837280273,-0.00362634516508464,1.31503792563328e-05,25.2000007629395
2000-02-28,133.375,136.6875,132.71875,136.125,13397800,85.2974319458008,0.0207603307826174,0.000430991334203692,24.6800003051758
2000-02-29,136.0625,137.4375,135.75,137.4375,8242500,86.1198425292969,0.00959549609212829,9.20735452540492e-05,23.3700008392334
2000-03-01,137.625,139,137.21875,138.4375,6868000,86.746452331543,0.00724967868590376,5.25578410488473e-05,21.6399993896484
2000-03-02,138.6875,139.125,137.34375,138.53125,7600200,86.8052368164062,0.000677429155544473,4.58910260781698e-07,21.0599994659424
2000-03-03,140.4375,141.71875,139.71875,141.125,12770300,88.4304809570312,0.0185497655848392,0.000344093803252486,19.2099990844727
2000-03-06,140.8125,141.34375,138.75,139.75,11967100,87.5689010620117,-0.0097907932139929,9.58596317591694e-05,21.5
2000-03-07,140,140.15625,135.21875,137.046875,20062000,85.8750686645508,-0.019532374074104,0.000381513636970731,24.3099994659424
2000-03-08,136.46875,137.84375,135.03125,136.875,11808500,85.7673797607422,-0.00125480519447851,1.57453607609026e-06,23.8199996948242
2000-03-09,137.25,140.875,136.125,140.875,5500900,88.2738418579102,0.0288050770869877,0.000829732465987301,22.2099990844727
2000-03-10,140.1875,142,139.53125,140.125,7924600,87.8038940429688,-0.00533797107766087,2.8493935225944e-05,21.2399997711182
2000-03-13,136.6875,140.46875,135.6875,138.59375,10540500,86.8443984985352,-0.0109878566118837,0.000120732992923317,22.8500003814697
2000-03-14,139.28125,140.09375,136.15625,136.625,8263900,85.6107559204102,-0.0143070658025533,0.000204692131878589,24.4099998474121
2000-03-15,136.875,140.4375,136.0625,139.8125,10300800,87.6080551147461,0.023062018549771,0.00053185669958998,22.3400001525879
2000-03-16,141.625,146.84375,140.875,146.34375,25601400,91.7006072998047,0.0456560548414453,0.00208447534368506,20.7700004577637
2000-03-17,145.8125,148,145.4375,146.9375,10272900,92.3066253662109,0.00658691779401899,4.3387486025164e-05,22.3700008392334
2000-03-20,146.875,147.34375,144.78125,146.1875,12502300,91.8355026245117,-0.00511695802367651,2.61832594160674e-05,22.9599990844727
2000-03-21,145.53125,149.75,144.5,149.1875,13612600,93.7201538085938,0.0203142930970532,0.000412670504032985,21.7000007629395
2000-03-22,149.5625,150.84375,148.6875,150.09375,8260000,94.2894592285156,0.00605614947827693,3.66769465032339e-05,21.4899997711182
2000-03-23,149.15625,153.46875,149.15625,152.65625,11654500,95.8992309570312,0.0169285583729355,0.000286576088585885,22.2600002288818
2000-03-24,152.875,155.75,151.71875,153.5625,11462900,96.4685211181641,0.00591878645916299,3.50320331491712e-05,23.3099994659424
2000-03-27,153.375,153.78125,151.8125,151.9375,8798600,95.4477081298828,-0.0106382104265945,0.000113171521080504,24.5300006866455
2000-03-28,151.25,152.984375,150.59375,151.0625,6334400,94.8980255126953,-0.00577563925068336,3.33580087540343e-05,24.8600006103516
2000-03-29,151.5625,152.484375,149.65625,151.21875,6747500,94.9961929321289,0.00103391697738342,1.06898431612167e-06,24.1000003814697
2000-03-30,150.15625,151.921875,147.125,148.6875,9491900,93.406005859375,-0.0168811706685199,0.000284973923139697,25.4699993133545
2000-03-31,149.625,152.3125,148.4375,150.375,9249100,94.4661254882812,0.0112856640655501,0.000127366213400449,24.1100006103516
2000-04-03,150.125,151.25,148.6875,151.25,8508200,95.0157852172852,0.00580172818348856,3.36600499150855e-05,24.0300006866455
2000-04-04,151.75,153,141.390625,150.125,19585500,94.30908203125,-0.00746554299607105,5.57343322261855e-05,27.1200008392334
2000-04-05,147.875,150.8125,147.625,149.1875,8387200,93.7201538085938,-0.00626424019492866,3.92407052197599e-05,28.4099998474121
2000-04-06,150.25,151.6875,149,150.484375,6378500,94.5348129272461,0.00865490263657254,7.49073396485502e-05,27.1499996185303
2000-04-07,151.5625,152.125,150.5,151.4375,6023600,95.1335983276367,0.00631404444999806,3.98671573165513e-05,24.3899993896484
2000-04-10,151.75,153.109375,150.3125,150.84375,9624200,94.7605972290039,-0.00392852006095445,1.54332698693216e-05,25.9899997711182
2000-04-11,150,151.625,148.375,150.40625,9006400,94.4857406616211,-0.00290475116936761,8.43757935594252e-06,27.25
2000-04-12,150.375,151.15625,146.15625,146.28125,10779200,91.894416809082,-0.0278086560221134,0.000773321349756221,28.9799995422363
2000-04-13,147.46875,148.15625,143.78125,144.25,12225800,90.6183853149414,-0.0139831537398178,0.000195528588511382,29.3999996185303
2000-04-14,142.625,142.8125,133.5,136,29604000,85.4356842041016,-0.0588932595390972,0.00346841601913946,33.4900016784668
2000-04-17,135.1875,140.75,134.6875,140.75,23918200,88.4196166992188,0.0343299920441451,0.00117854835375107,28.9500007629395
2000-04-18,140.5625,144.46875,139.78125,144.46875,11069200,90.7557983398438,0.0260785112680697,0.000680088749958839,26.1200008392334
2000-04-19,144.5,145.125,142.53125,143.125,6553700,89.9116134643555,-0.00934524949313076,8.73336880888607e-05,27.0200004577637
2000-04-20,143.5625,143.9375,142.375,143.8125,8537600,90.3435211181641,0.00479219059557057,2.2965090704275e-05,25.8500003814697
2000-04-24,141.5,143.3125,140.5,142.25,12893100,89.3619918823242,-0.0109238607094708,0.00011933073279992,27.3700008392334
2000-04-25,144.625,148.15625,144.4375,148.15625,14102000,93.0723266601562,0.0406814518709933,0.00165498052633194,25.2399997711182
2000-04-26,147.96875,148.75,146,146.484375,7711100,92.0220184326172,-0.0113490177165003,0.000128800203129438,26.9699993133545
2000-04-27,143,147.34375,143,146,15595300,91.7177581787109,-0.00331186352375834,1.0968440000001e-05,26.1900005340576
2000-04-28,147,147.859375,145.0625,145.09375,8743400,91.1484146118164,-0.00622690788424318,3.87743817988499e-05,26.2000007629395
2000-05-01,146.5625,148.484375,145.84375,147.0625,7328300,92.3851623535156,0.0134772773682252,0.000181637005260076,25.8799991607666
2000-05-02,145.5,147.125,144.125,144.125,9411900,90.5398941040039,-0.0201758127609599,0.000407063420565313,28.5
2000-05-03,144,144,139.78125,140.75,12630700,88.4196166992188,-0.0236967190147954,0.000561534492066167,31.6299991607666
2000-05-04,142,142.359375,140.75,141.8125,5963600,89.0871353149414,0.00752108587146871,5.65667326860063e-05,30.7700004577637
2000-05-05,141.0625,144,140.9375,143.53125,7862400,90.1668395996094,0.0120467882827642,0.000145125107929744,27.5300006866455
2000-05-08,142.75,143.375,141.84375,142.453125,5064100,89.4895782470703,-0.00753955320816502,5.68448625787514e-05,28.2000007629395
2000-05-09,143.0625,143.40625,140.265625,141.3125,5620300,88.7730331420898,-0.00803925128840799,6.46295612781695e-05,28.9300003051758
2000-05-10,140.5,140.96875,137.75,138.125,10293900,86.7706451416016,-0.0228145481910262,0.000520503609160659,29.8700008392334
2000-05-11,140.125,141.5,139.125,141.28125,7091100,88.7534255981445,0.0225936510451676,0.000510473067550805,27.7600002288818
2000-05-12,141.8125,143.46875,141.625,142.8125,5960800,89.7153167724609,0.0107794841339288,0.000116197278193623,26.0499992370605
2000-05-15,142.75,145.609375,142,145.28125,4441300,91.2661972045898,0.0171389702891309,0.000293744302571712,24.8600006103516
2000-05-16,146.5625,147.71875,145.3125,146.6875,8192200,92.1496124267578,0.00963299788914984,9.27946483323653e-05,24.3400001525879
2000-05-17,145.6875,146.1875,144.46875,145.15625,5907200,91.1877136230469,-0.0104933092524711,0.000110109539067995,23.9799995422363
2000-05-18,145.625,146.3125,143.375,143.375,4325600,90.0687255859375,-0.012347172415125,0.000152452666648823,23.9599990844727
2000-05-19,142.5625,143.234375,140.40625,141.125,6518400,88.6552505493164,-0.0158177379232107,0.000250200833007379,25.4400005340576
2000-05-22,141.25,141.46875,137,140.0625,10839400,87.9877548217773,-0.00755760357753488,5.7117371835168e-05,26
2000-05-23,140.4375,140.8125,137.5625,138,7979200,86.6921234130859,-0.0148346241372863,0.000220066073294558,25.8700008392334
2000-05-24,138,140.6875,136.5,140.25,11081500,88.1055755615234,0.0161727867703769,0.000261559031920079,24.3199996948242
2000-05-25,140.6875,141.8125,137.71875,137.84375,8278900,86.5939331054688,-0.0173060610810616,0.000299499750141434,24.5799999237061
2000-05-26,138.8125,139.6875,137.328125,138,4814000,86.6921234130859,0.00113327431068466,1.2843106632578e-06,24.4699993133545
2000-05-30,140,142.9375,139.46875,142.5,5362700,89.5189971923828,0.032087830983631,0.00102962889723407,23.6200008392334
2000-05-31,142.5625,144,142.09375,142.8125,6056500,89.7153167724609,0.00219064814371617,4.79893928956709e-06,23.6499996185303
2000-06-01,143.6875,145.4375,143,145.3125,8961600,91.2858352661133,0.0173541205817171,0.000301165501164779,22.3600006103516
2000-06-02,148.9375,149.09375,147.484375,147.84375,8962200,92.8760070800781,0.0172697157564015,0.000298243082306901,21.4799995422363
2000-06-05,147.46875,148.21875,146.875,147.125,6998100,92.424446105957,-0.00487383446971013,2.37542624381346e-05,22.7099990844727
2000-06-06,146.625,147.78125,145.90625,146.46875,4858900,92.0121765136719,-0.00447059020134244,1.9986176748339e-05,23.0499992370605
2000-06-07,146.625,148,146,147.484375,4919500,92.6502075195312,0.00691027085052998,4.77518432276843e-05,22.4799995422363
2000-06-08,147.5,147.75,146.0625,146.90625,5723100,92.2870101928711,-0.00392779558479983,1.5427578155973e-05,22.7700004577637
2000-06-09,147.5,147.96875,145.625,146.59375,3085300,92.0907516479492,-0.00212887516460203,4.53210946645932e-06,22.1399993896484
2000-06-12,146.96875,146.96875,144.875,144.875,3678900,91.0110626220703,-0.0117934553980605,0.000139085590226043,22.3199996948242
2000-06-13,144.8125,147.75,144.625,147.59375,6558700,92.7188949584961,0.0185912145078238,0.000345633256875916,21.6700000762939
2000-06-14,148.25,148.875,147.1875,147.84375,6420500,92.8760070800781,0.00169306546016124,2.86647065239098e-06,21.4799995422363
2000-06-15,148.125,148.75,146.84375,148.15625,5881200,93.0723266601562,0.00211155054818324,4.45864571753294e-06,20.6800003051758
2000-06-16,148.3125,148.3125,145.875,146.59375,5567900,92.3075637817383,-0.00825081097072999,6.80758816747184e-05,20.5
2000-06-19,146.46875,149.15625,146.25,148.46875,5106900,93.4881896972656,0.0127090289691196,0.000161519417337922,20.6299991607666
2000-06-20,148.1875,148.875,147,147.9375,6480000,93.1536636352539,-0.00358468815284407,1.28499891531407e-05,20.8799991607666
2000-06-21,146.9375,148.4375,146.890625,147.875,3115000,93.1143264770508,-0.00042237164597303,1.78397807321966e-07,20.6100006103516
2000-06-22,147.5625,147.6875,145,145.625,7490500,91.697509765625,-0.0153328325438631,0.000235095753818147,22
2000-06-23,145.8125,146.125,143.875,144.375,4863300,90.9104080200195,-0.00862072827649474,7.43169560171559e-05,22.3400001525879
2000-06-26,145.375,146.25,144.875,146.234375,5201300,92.0812759399414,0.0127971268815541,0.000163766456422595,22.4500007629395
2000-06-27,145.984375,146.71875,145.015625,145.15625,4159500,91.4024047851562,-0.00739983250689846,5.47575211301512e-05,21.7999992370605
2000-06-28,145.625,146.984375,145.3125,145.5625,5347700,91.6582107543945,0.00279476975412862,7.81073797859216e-06,20.2900009155273
2000-06-29,144.75,145.75,143.515625,144.1875,6345700,90.7924118041992,-0.00949084675110345,9.0076172052931e-05,19.7000007629395
2000-06-30,143.9375,145.59375,143.890625,145.28125,7420200,91.4810638427734,0.0075562866491401,5.70974679239729e-05,19.5400009155273
2000-07-03,145.4375,147.4375,145.1875,147.28125,1436600,92.7404632568359,0.0136728758464253,0.00018694753391176,19.8299999237061
2000-07-05,146.375,146.65625,144.375,144.625,2748200,91.0678787231445,-0.0181997256809527,0.000331230014861931,21.1599998474121
2000-07-06,144.9375,146.46875,144.21875,145.75,5963200,91.7762603759766,0.00774851412308841,6.00394711157006e-05,20.9400005340576
2000-07-07,146.6875,148.78125,146.25,148.09375,3034800,93.252082824707,0.0159527315818631,0.000254489644922971,19.2199993133545
2000-07-10,147.875,148.90625,147.53125,147.84375,2816100,93.0946350097656,-0.00168983767718345,2.85555137522875e-06,20.3299999237061
2000-07-11,147.46875,149.125,147.15625,148.15625,5431600,93.2914352416992,0.00211174906798206,4.4594841261231e-06,20.1100006103516
2000-07-12,149.28125,150.125,148.6875,149.125,5883000,93.9014739990234,0.00651777804412568,4.24814306324867e-05,20.0300006866455
2000-07-13,149.984375,150.375,149.1875,149.78125,5356000,94.3146286010742,0.00439022230234354,1.92740518639946e-05,20.0300006866455
2000-07-14,150.4375,151.25,149.671875,151.25,5341900,95.2395095825195,0.00975856639130424,9.52296180134926e-05,19.3199996948242
2000-07-17,150.984375,151.984375,150.6875,151,4208300,95.0820922851562,-0.00165422455166109,2.73645886731833e-06,19.4500007629395
2000-07-18,150.625,150.625,149.34375,149.765625,4262100,94.3048400878906,-0.00820813296216549,6.73734467245877e-05,19.75
2000-07-19,149.46875,149.90625,148.25,148.5625,8506800,93.5472183227539,-0.00806619719089863,6.50635371224609e-05,19.6499996185303
2000-07-20,149,150.625,148.8125,150.625,4538900,94.8459854125977,0.0137880522204208,0.000190110384033051,18.9400005340576
2000-07-21,149.75,149.75,147.6875,147.6875,5656900,92.9962692260742,-0.0196949933406119,0.000387892762686746,18.9400005340576
2000-07-24,148.125,148.859375,146.5625,146.84375,5628500,92.4649276733398,-0.00572996416920457,3.28324893803682e-05,19.9200000762939
2000-07-25,147.75,147.84375,146.78125,147.3125,4757100,92.7601013183594,0.00318719231947906,1.01581948813463e-05,19.3899993896484
2000-07-26,146.96875,147.15625,145.640625,145.875,12062500,91.8549575805664,-0.0098058196980606,9.61540999508733e-05,19.6700000762939
2000-07-27,145.9375,146.625,144.6875,145.375,7652600,91.540153503418,-0.0034330728281402,1.17859890433146e-05,19.6000003814697
2000-07-28,145.71875,145.90625,141.515625,142.09375,6229500,89.4739685058594,-0.0228299838327555,0.000521208161803876,20.8400001525879
2000-07-31,142.9375,144.125,142.0625,143,5265500,90.0446319580078,0.00635772976050308,4.04207277075866e-05,20.7399997711182
2000-08-01,143.625,144.71875,143.125,143.875,3946600,90.5955963134766,0.0061001480043652,3.72118056751608e-05,20.5499992370605
2000-08-02,143.875,145.40625,143.625,144.59375,7439800,91.0481262207031,0.00498262023196538,2.48265043759908e-05,20
2000-08-03,142.875,145.8125,142.625,145.59375,4607100,91.6778793334961,0.00689289523167513,4.75120046748498e-05,19.9899997711182
2000-08-04,146.3125,146.71875,145.40625,146.375,3686600,92.169807434082,0.00535148723639622,2.86384156413117e-05,18.6200008392334
2000-08-07,146.71875,148.4375,146.375,148.125,4159800,93.2717514038086,0.0118846815891924,0.000141245656476489,19.0300006866455
2000-08-08,147.5,148.8125,147.5,148.6875,3658700,93.6259078979492,0.00378984861937948,1.43629525578125e-05,18.7900009155273
2000-08-09,149.140625,149.21875,147.375,147.4375,5383800,92.8388748168945,-0.00844167722591482,7.1261914386529e-05,19.1800003051758
2000-08-10,147.53125,147.859375,146.28125,146.71875,4193400,92.3862609863281,-0.00488718477087247,2.38845749846478e-05,19.1900005340576
2000-08-11,146.625,148,145.5625,147.40625,5089400,92.8191604614258,0.00467481200162201,2.18538672505092e-05,18.5499992370605
2000-08-14,147.78125,149.5625,147.0625,149.28125,2966700,93.9998092651367,0.0126396642040962,0.000159761111192312,17.8799991607666
2000-08-15,149.34375,149.8125,148.5625,149.15625,5564600,93.9211044311523,-0.000837637887536324,7.01637230636316e-07,17.9799995422363
2000-08-16,149.3125,149.9375,147.84375,148.625,5191600,93.5865859985352,-0.00356805405417759,1.27310097335332e-05,18.0200004577637
2000-08-17,148.6875,150.4375,148.34375,150.1875,5652200,94.5704879760742,0.0104583997279661,0.000109378124869922,17.4799995422363
2000-08-18,150.375,150.375,149.21875,149.6875,4626400,94.2556228637695,-0.00333497737927857,1.11220741202998e-05,17.0499992370605
2000-08-21,150.03125,150.71875,149.40625,150.5,2380600,94.7672424316406,0.00541332199623756,2.93040550349494e-05,17.3500003814697
2000-08-22,150.5625,151.3125,150.09375,150.25,3075300,94.6098327636719,-0.00166239450110073,2.76355547728994e-06,17.4699993133545
2000-08-23,149.8125,151.28125,149.28125,150.84375,5483200,94.9836883544922,0.0039437642507183,1.55532764652436e-05,17.3799991607666
2000-08-24,151.15625,151.5,150.5,151.3125,4529000,95.2789154052734,0.00310336641976594,9.63088313533087e-06,17.0400009155273
2000-08-25,151.15625,151.625,150.9375,151.25,2822200,95.2395095825195,-0.000413669421404528,1.71122390205157e-07,16.5300006866455
2000-08-28,151.25,152.90625,151.25,151.765625,5518700,95.5642318725586,0.00340373413084993,1.15854060335128e-05,16.5400009155273
2000-08-29,151.4375,151.875,150.90625,151.796875,3561900,95.5838470458984,0.000205235370605905,4.21215573477432e-08,16.8899993896484
2000-08-30,151.3125,151.5,150.34375,150.34375,3964800,94.6689071655273,-0.00961822537178314,9.25102593024129e-05,17.6900005340576
2000-08-31,151.0625,153.09375,150.90625,152.34375,4863100,95.9281997680664,0.0132143760996639,0.000174619735703369,16.8400001525879
2000-09-01,153.25,153.59375,152,152.5,3191200,96.0266265869141,0.0010255207367571,1.05169278151883e-06,17.5300006866455
2000-09-05,151.875,152.203125,150.8125,151.28125,3470800,95.259147644043,-0.00802446563783832,6.43920487728479e-05,19.8199996948242
2000-09-06,151.1875,151.953125,149.53125,149.5625,4322200,94.1768798828125,-0.0114263326834374,0.00013056107859259,20.7900009155273
2000-09-07,150.25,151.078125,149.828125,150.84375,4265500,94.9836883544922,0.00853046035682059,7.27687538992877e-05,19.4200000762939
2000-09-08,150.28125,150.5,149.328125,149.8125,3518200,94.3343124389648,-0.0068601871935785,4.70621683309385e-05,18.4599990844727
2000-09-11,149.75,151.1875,148.6875,149.59375,3937500,94.1965866088867,-0.00146104278156312,2.13464600955769e-06,18.3999996185303
2000-09-12,149.75,150.25,148.4375,148.5,4769100,93.5078506469727,-0.00733854844274706,5.38542932465453e-05,18.5900001525879
2000-09-13,148,149.34375,147.65625,148.890625,7691600,93.7538223266602,0.00262703859516566,6.90133178048999e-06,18.3199996948242
2000-09-14,149.875,149.9375,148.15625,149.640625,3397100,94.2261123657227,0.0050249090000003,2.5249710458284e-05,18.2600002288818
2000-09-15,148.1875,148.25,146,146,4085700,92.1646423339844,-0.0221207762772604,0.000489328743108606,18.5200004577637
2000-09-18,146.375,146.96875,144.203125,144.65625,5109300,91.31640625,-0.00924610071202547,8.5490378376918e-05,20.25
2000-09-19,145.125,146.3125,144.703125,145.96875,6588200,92.144905090332,0.00903192576554357,8.15756830342898e-05,19.5400009155273
2000-09-20,145.6875,146.03125,143.15625,144.890625,6508100,91.4643707275391,-0.00741288778674498,5.49509053388729e-05,19.9300003051758
2000-09-21,144.46875,145.5625,142.625,142.6875,5972300,90.0735778808594,-0.0153226371507307,0.000234783209252952,20.1800003051758
2000-09-22,142.625,145.3125,142.421875,145.28125,7791300,91.7109222412109,0.0180146122371845,0.000324526254056117,20.7399997711182
2000-09-25,145.9375,146.0625,143.71875,144.25,9726300,91.0599365234375,-0.00712354775836133,5.07449326656547e-05,21.4099998474121
2000-09-26,144.375,145,142.40625,142.40625,5302400,89.8960418701172,-0.0128640204541357,0.000165483022244422,21.8799991607666
2000-09-27,143.5625,143.96875,142.125,143.15625,7186200,90.369514465332,0.00525306879049481,2.75947317176706e-05,21.6700000762939
2000-09-28,143.1875,146.328125,142.890625,145,7036400,91.5333938598633,0.0127968847590543,0.000163760259536516,19.4699993133545
2000-09-29,145.46875,145.96875,143.625,143.625,9333600,90.6654205322266,-0.00952783251319733,9.07795923995402e-05,20.5699996948242
2000-10-02,144.28125,144.90625,143.140625,143.84375,5517800,90.803466796875,0.00152143205712907,2.31475550445999e-06,21.2299995422363
2000-10-03,144.53125,145.75,142.28125,142.5,9347200,89.9552001953125,-0.00938569466949168,8.80912644289246e-05,21.8500003814697
2000-10-04,142.875,144.25,141.75,143.6875,6148900,90.7048492431641,0.00829904954417238,6.88742233366277e-05,21.5400009155273
2000-10-05,143.40625,144.84375,143.3125,144.1875,4566900,91.0204849243164,0.00347376990663761,1.20670773642611e-05,21.0300006866455
2000-10-06,143.875,144.640625,139.75,141.0625,10014900,89.0477828979492,-0.0219114780880671,0.000480112872003847,22.7099990844727
2000-10-09,141.3125,141.3125,139.375,140,4508000,88.3770523071289,-0.00756076549536733,5.71651748759371e-05,24.0200004577637
2000-10-10,140.09375,141.25,137.6875,137.6875,6104700,86.9172668457031,-0.0166556362458508,0.000277410218754098,24.8600006103516
2000-10-11,137.625,138.625,135.125,136.53125,10346000,86.1873550415039,-0.00843323675761987,7.11194822100708e-05,26.5699996948242
2000-10-12,137.28125,137.59375,132.78125,133.125,12336900,84.0370941162109,-0.0252651756653446,0.00063832910140072,30.5100002288818
2000-10-13,132.9375,137.65625,132.875,137.5625,11778800,86.8383712768555,0.0327902913959619,0.00107520320983209,27.6000003814697
2000-10-16,137.40625,138.234375,136.6875,138.1875,5659000,87.2329025268555,0.00453299291662024,2.05480247821292e-05,26.7900009155273
2000-10-17,138.4375,138.5625,134.40625,134.75,7831700,85.0629196166992,-0.0251903688630302,0.00063455468345552,27.8400001525879
2000-10-18,132.625,136.125,130.15625,134.25,10897300,84.7472991943359,-0.00371733560000553,1.38185839630685e-05,28.7199993133545
2000-10-19,136.84375,139.453125,136.4375,139.3125,8767300,87.9430618286133,0.0370157025532318,0.00137016223550933,25.0900001525879
2000-10-20,138.375,141.1875,138.375,139.90625,7373500,88.3178558349609,0.00425272461056281,1.80856666132866e-05,24.2399997711182
2000-10-23,139.9375,141.03125,138.9375,140.53125,5290000,88.7123641967773,0.0044569680228248,1.98645639564828e-05,24.6900005340576
2000-10-24,140.96875,141.9375,139,139.59375,5750700,88.1205978393555,-0.00669296673720243,4.47958037452982e-05,24.2800006866455
2000-10-25,138.75,139.5625,136.125,136.3125,9137600,86.0492630004883,-0.0237863484501126,0.000565790372590175,26.6499996185303
2000-10-26,137.125,137.65625,134.03125,136.6875,9345800,86.2860107421875,0.00274752678879686,7.54890345515639e-06,28.6200008392334
2000-10-27,137.875,139.28125,136.625,139.28125,9762900,87.9233551025391,0.018797985596736,0.000353364262495092,26.4699993133545
2000-10-30,138.4375,141.09375,138.15625,140.53125,10154100,88.7123641967773,0.00893380280178224,7.98128325011322e-05,25.4599990844727
2000-10-31,141.015625,143.6875,140.0625,142.953125,7752400,90.2412414550781,0.0170872718884603,0.000291974860590164,23.6299991607666
2000-11-01,142.25,143.25,141.21875,142.46875,6753600,89.9354400634766,-0.00339446461833326,1.15223900451164e-05,24.2800006866455
2000-11-02,143.15625,143.90625,142.515625,142.703125,11395100,90.0834732055664,0.00164464025216926,2.70484155905537e-06,23.9200000762939
2000-11-03,143.46875,143.75,142.375,142.78125,5187100,90.1327590942383,0.000546963936285394,2.99169547596813e-07,23.6700000762939
2000-11-06,143.15625,144.296875,143.03125,143.78125,4042500,90.7639923095703,0.00697896200453663,4.87059106607659e-05,24.5200004577637
2000-11-07,143.140625,144,142.5625,143.75,5231300,90.7442932128906,-0.00021706002786992,4.71150556988903e-08,24.9099998474121
2000-11-08,144.0625,144.0625,140.5625,140.5625,6123300,88.7321472167969,-0.0224233364612765,0.000502806018055611,25.6599998474121
